imdb_id,actors,awards,box_office,country,director,dvd,episode,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,season,series_id,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt2567026,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",N/A,N/A,"USA, UK",James Bobin,N/A,,"Adventure, Family, Fantasy",6.4,"18,171",English,34,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,http://ia.media-imdb.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_SX300.jpg,N/A,PG,27 May 2016,True,113 min,,,Alice Through the Looking Glass,"Alice Through the Looking Glass is just as visually impressive as its predecessor, but that isn't enough to cover for an underwhelming story that fails to live up to its classic characters.",63,rotten,30,4.6,210,147,54,3.3,32438,movie,N/A,"Linda Woolverton (screenplay), Lewis Carroll (books)",2016
tt1289401,"Zach Woods, Kristen Wiig, Ed Begley Jr., Charles Dance",4 nominations.,$21009831,USA,Paul Feig,N/A,,"Comedy, Fantasy, Sci-Fi",5.4,"60,531",English,60,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",http://ia.media-imdb.com/images/M/MV5BMTg3OTM4NTM4NV5BMl5BanBnXkFtZTgwOTI3NDc0OTE@._V1_SX300.jpg,N/A,PG-13,15 Jul 2016,True,116 min,,,Ghostbusters,"Ghostbusters does an impressive job of standing on its own as a freewheeling, marvelously cast supernatural comedy -- even if it can't help but pale somewhat in comparison with the classic original.",199,certified,73,6.4,272,73,58,3.2,95614,movie,N/A,"Katie Dippold, Paul Feig, Ivan Reitman (based on the 1984 film ""Ghostbusters"" directed by), Dan Aykroyd (based on the 1984 film ""Ghostbusters"" written by), Harold Ramis (based on the 1984 film ""Ghostbusters"" written by)",2016
tt2869728,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",6 nominations.,N/A,USA,Tim Story,26 Apr 2016,,"Action, Comedy",5.9,"28,043",English,32,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",http://ia.media-imdb.com/images/M/MV5BMTU4ODAzMzcxOV5BMl5BanBnXkFtZTgwODkxMDI1NjE@._V1_SX300.jpg,Universal Pictures,PG-13,15 Jan 2016,True,102 min,,,Ride Along 2,Ride Along 2 presents a cop-comedy sequel whose well-matched stars can't break the law of diminishing returns -- or lock up a script that unabashedly steals from the original.,15,rotten,15,3.8,102,87,50,3.3,34179,movie,http://www.ridealong.com/,"Phil Hay, Matt Manfredi, Greg Coolidge (characters)",2016
tt1985949,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph",N/A,N/A,"USA, Finland","Clay Kaytis, Fergal Reilly",N/A,,"Animation, Action, Comedy",6.4,"18,764",English,43,"Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",http://ia.media-imdb.com/images/M/MV5BMjMwMjgyMDk0MF5BMl5BanBnXkFtZTgwNDIxOTI4NzE@._V1_SX300.jpg,N/A,PG,20 May 2016,True,97 min,,,The Angry Birds Movie,The Angry Birds Movie is substantially more entertaining than any film adapted from an app has any right to be -- which may or may not be much of an endorsement.,59,rotten,43,4.9,137,78,50,3.3,23652,movie,N/A,"John Cohen (story by), Mikael Hed (story by), Mikko Pöllä (story by), Jon Vitti",2016
tt4196776,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel",1 nomination.,N/A,USA,Paul Greengrass,N/A,,"Action, Thriller",7.4,"14,297","English, German",58,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,http://ia.media-imdb.com/images/M/MV5BMTU1ODg2OTU1MV5BMl5BanBnXkFtZTgwMzA5OTg2ODE@._V1_SX300.jpg,Universal,PG-13,29 Jul 2016,True,123 min,,,Jason Bourne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8320,movie,http://www.jasonbournemovie.com/,"Paul Greengrass, Christopher Rouse, Robert Ludlum (characters)",2016
tt3381008,"Sacha Baron Cohen, Rebel Wilson, Freddie Crowder, Jon-Jon Lockwood",N/A,N/A,"UK, Australia, USA",Louis Leterrier,21 Jun 2016,,"Action, Comedy",6.3,"39,330","English, Ukrainian",44,A new assignment forces a top spy to team up with his football hooligan brother.,http://ia.media-imdb.com/images/M/MV5BMjE0NTE3MjMwNV5BMl5BanBnXkFtZTgwMDc5NjQxODE@._V1_SX300.jpg,Big Talk Productions,R,11 Mar 2016,True,83 min,,,The Brothers Grimsby,"The Brothers Grimsby showers viewers with a steady stream of Sacha Baron Cohen's edgy humor, but too many gags hit the wrong side of the line between audacious and desperate.",45,rotten,38,4.7,120,75,48,3.2,12025,movie,N/A,"Sacha Baron Cohen (story by), Phil Johnston (story by), Sacha Baron Cohen (screenplay), Phil Johnston (screenplay), Peter Baynham (screenplay)",2016
tt1386697,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie",1 win & 4 nominations.,N/A,USA,David Ayer,N/A,,"Action, Adventure, Comedy",7.2,"49,271",English,41,A secret government agency recruits imprisoned supervillains to execute dangerous black ops missions in exchange for clemency.,http://ia.media-imdb.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,05 Aug 2016,True,123 min,,,Suicide Squad,"Suicide Squad boasts a talented cast and a little more humor than previous DCEU efforts, but they aren't enough to save the disappointing end result from a muddled plot, thinly written characters, and choppy directing.",59,rotten,26,4.7,225,166,74,3.9,68822,movie,http://www.suicidesquad.com/,David Ayer,2016
tt1374989,"Lily James, Sam Riley, Bella Heathcote, Ellie Bamber",N/A,N/A,"USA, UK",Burr Steers,31 May 2016,,"Action, Horror, Romance",5.8,"23,248",English,45,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,http://ia.media-imdb.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,Sony Pictures,PG-13,05 Feb 2016,True,107 min,,,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies manages to wring a few fun moments out of its premise, but never delivers the thoroughly kooky mashup its title suggests.",64,rotten,42,5.3,152,88,47,3.2,26981,movie,N/A,"Burr Steers (screenplay), Jane Austen (Quirk Books novel), Seth Grahame-Smith (Quirk Books novel)",2016
tt2025690,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",1 win.,N/A,USA,Craig Gillespie,24 May 2016,,"Action, Drama, History",6.8,"26,790",English,58,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,http://ia.media-imdb.com/images/M/MV5BNTY1MDU1NzYzN15BMl5BanBnXkFtZTgwOTA0MDQyNzE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,29 Jan 2016,True,117 min,,,The Finest Hours,"Old-fashioned to a fault, The Finest Hours will satisfy those seeking a traditional rescue drama - but may leave more adventurous viewers wanting more.",103,fresh,63,6.1,164,61,68,3.7,20309,movie,http://movies.disney.com/the-finest-hours,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Casey Sherman (book), Michael J. Tougias (book)",2016
tt4094724,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",N/A,N/A,"France, USA",James DeMonaco,N/A,,"Action, Horror, Sci-Fi",6.6,"3,504",English,55,"Years after sparing the man who killed his son, former police sergeant Barnes has become head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",http://ia.media-imdb.com/images/M/MV5BMjMxNzk2OTQ1OV5BMl5BanBnXkFtZTgwMTI2NjU5ODE@._V1_SX300.jpg,Universal Pictures,R,01 Jul 2016,True,105 min,,,The Purge: Election Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20762,movie,N/A,James DeMonaco,2016
tt1083452,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson",1 win.,N/A,"UK, USA, Germany",Dexter Fletcher,N/A,,"Biography, Comedy, Drama",7.5,"30,633","English, German",54,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",http://ia.media-imdb.com/images/M/MV5BMjAzOTg5NDE4MF5BMl5BanBnXkFtZTgwNDUyMTAwOTE@._V1_SX300.jpg,N/A,PG-13,26 Feb 2016,True,106 min,,,Eddie the Eagle,"Eddie the Eagle's amiable sweetness can't disguise its story's many inspirational clichÃ©s -- but for many viewers, it will be more than enough to make up for them.",133,certified,80,6.5,167,34,84,3.9,19929,movie,N/A,"Sean Macaulay (screenplay), Simon Kelton (screenplay), Simon Kelton (story)",2016
tt3845232,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",N/A,N/A,UK,Douglas Mackinnon,N/A,0,"Crime, Drama, Mystery",8.2,19245,"English, French",N/A,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,http://ia.media-imdb.com/images/M/MV5BYjUwMzljYWEtYmY2MC00MDI4LWI2YzgtNDI1N2FjYjEyYjNhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,N/A,TV-14,01 Jan 2016,True,89 min,4,tt1475582,The Abominable Bride,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,episode,N/A,"Mark Gatiss, Steven Moffat, Mark Gatiss (created by), Steven Moffat (created by), Arthur Conan Doyle (based on the works of)",2016
tt2649554,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Jaeden Lieberher",1 win & 1 nomination.,N/A,"USA, Greece",Jeff Nichols,N/A,,"Adventure, Drama, Sci-Fi",6.8,"24,361",English,76,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",http://ia.media-imdb.com/images/M/MV5BMTUwNDcyNzkyOV5BMl5BanBnXkFtZTgwNzI1NzkyNzE@._V1_SX300.jpg,N/A,PG-13,21 Apr 2016,True,112 min,,,Midnight Special,"Midnight Special's intriguing mysteries may not resolve themselves to every viewer's liking, but the journey is ambitious, entertaining, and terrifically acted.",161,certified,83,7.3,193,32,70,3.6,18660,movie,N/A,Jeff Nichols,2016
tt5022702,"Kate Siegel, John Gallagher Jr., Michael Trucco, Samantha Sloyan",N/A,N/A,USA,Mike Flanagan,08 Apr 2016,,"Horror, Thriller",6.7,"23,656","English, American Sign Language",67,A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,http://ia.media-imdb.com/images/M/MV5BOWQ4OTdlODQtMDc3Yy00MGVmLWExYjUtOGI0Yjg4MDQzNDNhXkEyXkFqcGdeQXVyNjIzMzkyMzk@._V1_SX300.jpg,Intrepid Pictures,R,08 Apr 2016,True,81 min,,,Hush,N/A,13,fresh,100,7.8,13,0,76,3.8,3010,movie,N/A,"Mike Flanagan, Kate Siegel",2016
tt3416828,"Nick Offerman, Adam Devine, Simon Pegg, Jennifer Lopez",N/A,N/A,USA,"Mike Thurmeier, Galen T. Chu",N/A,,"Animation, Adventure, Comedy",6.3,936,English,44,"Manny, Diego, and Sid join up with Buck to fend off a meteor strike that would destroy the world.",http://ia.media-imdb.com/images/M/MV5BMjQ1OTIzNjcxNV5BMl5BanBnXkFtZTgwMDIyODU4ODE@._V1_SX300.jpg,N/A,PG,22 Jul 2016,True,94 min,,,Ice Age: Collision Course,"Unoriginal and unfunny, Ice Age: Collision Course offers further proof that not even the healthiest box office receipts can keep a franchise from slouching toward creative extinction.",11,rotten,12,3.9,94,83,43,3.0,27443,movie,N/A,"Michael Berg, Yoni Brenner (screenplay), Aubrey Solomon (story), Michael J. Wilson (screenplay), Michael J. Wilson",2016
tt4769836,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",N/A,N/A,USA,Steven Brill,N/A,,"Action, Adventure, Comedy",5.8,"11,444",English,22,"Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.",http://ia.media-imdb.com/images/M/MV5BMTYyNDY2NzAxNV5BMl5BanBnXkFtZTgwOTMxMzg2ODE@._V1_SX300.jpg,N/A,N/A,27 May 2016,True,108 min,,,The Do-Over,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,N/A,"Kevin Barnett, Chris Pappas",2016
tt3949660,"Megan Fox, Will Arnett, Laura Linney, Stephen Amell",N/A,$325000,"USA, Hong Kong, China, Canada",Dave Green,N/A,,"Action, Adventure, Comedy",6.3,"15,547",English,40,"After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.",http://ia.media-imdb.com/images/M/MV5BMjM4NDQ0NTYyMV5BMl5BanBnXkFtZTgwNTIxMjY3ODE@._V1_SX300.jpg,Paramount Pictures,PG-13,03 Jun 2016,True,112 min,,,Teenage Mutant Ninja Turtles: Out of the Shadows,"Teenage Mutant Ninja Turtles: Out of the Shadows is a slight improvement over its predecessor, but still lacks the wit or anarchic energy of the comics that birthed the franchise.",51,rotten,38,4.7,136,85,54,3.4,48315,movie,N/A,"Josh Appelbaum, André Nemec, Peter Laird (Teenage Mutant Ninja Turtles characters), Kevin Eastman (Teenage Mutant Ninja Turtles characters)",2016
tt2241351,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West",N/A,$13393,USA,Jodie Foster,06 Sep 2016,,"Crime, Drama, Thriller",6.8,"16,519","English, Korean, Icelandic",55,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,http://ia.media-imdb.com/images/M/MV5BMTgzMjU1NDUwMl5BMl5BanBnXkFtZTgwODg1NjY0ODE@._V1_SX300.jpg,Smokehouse Pictures,R,13 May 2016,True,98 min,,,Money Monster,Money Monster's strong cast and solidly written story ride a timely wave of socioeconomic anger that's powerful enough to overcome an occasionally muddled approach to its worthy themes.,131,rotten,57,5.9,229,98,58,3.4,19473,movie,http://www.sonypictures.com/movies/moneymonster/,"Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",2016
tt3797868,"Benjamin Walker, Teresa Palmer, Maggie Grace, Alexandra Daddario",N/A,N/A,USA,Ross Katz,03 May 2016,,"Drama, Romance",6.5,"11,303",English,26,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,http://ia.media-imdb.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg,Lionsgate Films,PG-13,05 Feb 2016,True,111 min,,,The Choice,"Like the 10 Nicholas Sparks movies before it, The Choice finds tragedy striking star-crossed lovers in the sun-dappled South -- yet even for those who loved its predecessors, this gauzy melodrama may feel painfully formulaic.",9,rotten,12,3.7,74,65,63,3.5,11750,movie,N/A,"Bryan Sipe (screenplay), Nicholas Sparks (novel)",2016
tt3014866,"Kevin Costner, Gary Oldman, Tommy Lee Jones, Jordi Mollà",N/A,N/A,"UK, USA",Ariel Vromen,26 Jul 2016,,"Action, Crime, Drama",6.3,"15,082",English,37,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",http://ia.media-imdb.com/images/M/MV5BMTg0ODc4Mzk2OF5BMl5BanBnXkFtZTgwNDk2MDkyODE@._V1_SX300.jpg,Summit Entertainment,R,15 Apr 2016,True,113 min,,,Criminal,"Despite the valiant efforts of a game and talented cast, Criminal has little to offer beyond the bare minimum expected by the most undemanding of genre enthusiasts.",34,rotten,32,4.4,107,73,55,3.4,18518,movie,N/A,"Douglas Cook, David Weisberg",2016
tt3387542,"Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo",N/A,N/A,USA,Jason Zada,N/A,,"Horror, Mystery, Thriller",4.8,"20,391",English,34,"A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.",http://ia.media-imdb.com/images/M/MV5BMjAwMzQzNTc5OV5BMl5BanBnXkFtZTgwNDgyMTU2NzE@._V1_SX300.jpg,N/A,PG-13,08 Jan 2016,True,93 min,,,The Forest,"The Forest offers Natalie Dormer a few chances to showcase her range in a dual role, but they aren't enough to offset the fact that the movie's simply not all that scary.",12,rotten,10,4.1,118,106,23,2.4,13680,movie,N/A,"Nick Antosca, Sarah Cornwell, Ben Ketai",2016
tt3231054,"Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis",N/A,N/A,USA,Kevin Reynolds,24 May 2016,,"Action, Adventure, Drama",6.3,"12,008",English,51,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of an executed Jew rumored to have risen from the dead.",http://ia.media-imdb.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_SX300.jpg,Sony Pictures,PG-13,19 Feb 2016,True,107 min,,,Risen,"Risen benefits from a lighter tone than many faith-based productions, as well as a unique take on the Greatest Story Ever Told and a terrific turn from star Joseph Fiennes.",58,rotten,52,5.6,112,54,74,3.9,14793,movie,http://www.risen-movie.com/,"Kevin Reynolds (screenplay), Paul Aiello (screenplay), Paul Aiello (story)",2016
tt3760922,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",N/A,N/A,"USA, Canada",Kirk Jones,21 Jun 2016,,"Comedy, Family, Romance",6.2,"8,817",English,37,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,http://ia.media-imdb.com/images/M/MV5BNTA1MjMzNDM2M15BMl5BanBnXkFtZTgwNTg3NzQ1NzE@._V1_SX300.jpg,Gold Circle Films,PG-13,25 Mar 2016,True,94 min,,,My Big Fat Greek Wedding 2,"My Big Fat Greek Wedding 2 is as sweet and harmless as the original, but its collection of sitcom gags and stereotypes never coalesces into anything resembling a story with a purpose.",41,rotten,29,4.6,143,102,58,3.4,19698,movie,http://www.mybigfatgreekweddingmovie.com/,Nia Vardalos,2016
tt2702724,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",N/A,N/A,USA,Ben Falcone,N/A,,Comedy,5.3,"16,095",English,40,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",http://ia.media-imdb.com/images/M/MV5BMjQzNTUwNDU0OV5BMl5BanBnXkFtZTgwNzU5NTAwODE@._V1_SX300.jpg,N/A,R,08 Apr 2016,True,99 min,,,The Boss,"Melissa McCarthy remains as fiercely talented as ever, but her efforts aren't enough to prop up the baggy mess of inconsistent gags and tissue-thin writing that brings down The Boss.",35,rotten,22,4.5,161,126,41,3.0,24588,movie,N/A,"Ben Falcone (screenplay), Steve Mallory, Melissa McCarthy (screenplay)",2016
tt3499096,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton",N/A,N/A,"Canada, Germany",Stephen Hopkins,31 May 2016,,"Biography, Drama, Sport",7.1,"10,995","English, German",56,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",http://ia.media-imdb.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_SX300.jpg,Focus Features,PG-13,19 Feb 2016,True,134 min,,,Race,"Race is nowhere near as thrillingly fleet or agile as its subject, but the story -- and a winning central performance from Stephan James -- are enough to carry it over the finish line.",78,fresh,61,6.1,128,50,79,3.9,13756,movie,http://www.focusfeatures.com/race,"Joe Shrapnel, Anna Waterhouse",2016
tt4062536,"Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner",6 wins & 3 nominations.,$3.2M,USA,Jeremy Saulnier,N/A,,"Crime, Horror, Music",7.2,"26,894",English,79,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,http://ia.media-imdb.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_SX300.jpg,A24 Films,R,29 Apr 2016,True,95 min,,,Green Room,Green Room delivers unapologetic genre thrills with uncommon intelligence and powerfully acted élan.,160,certified,90,7.7,177,17,81,3.9,12442,movie,http://greenroom-movie.com/,Jeremy Saulnier,2015
tt1172049,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",1 win & 1 nomination.,N/A,USA,Jean-Marc Vallée,N/A,,Drama,7.1,"26,889",English,49,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",http://ia.media-imdb.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_SX300.jpg,N/A,R,08 Apr 2016,True,101 min,,,Demolition,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,N/A,Bryan Sipe (screenplay),2015
tt3691740,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",N/A,$458064,"UK, Canada, USA",Steven Spielberg,N/A,,"Adventure, Family, Fantasy",7.2,"2,609",English,66,"A girl named Sophie encounters the Big Friendly Giant who, despite his intimidating appearance, turns out to be a kindhearted soul who is considered an outcast by the other giants because, unlike them, he refuses to eat children.",http://ia.media-imdb.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,Walt Disney Pictures,PG,01 Jul 2016,True,115 min,,,The BFG,"The BFG minimizes the darker elements of Roald Dahl's classic in favor of a resolutely good-natured, visually stunning, and largely successful family-friendly adventure.",173,fresh,74,6.7,234,61,62,3.5,27936,movie,http://movies.disney.com/the-bfg,"Melissa Mathison (screenplay), Roald Dahl (based on the book by)",2016
